left_eye,right_eye,x_norm,y_norm,lm0_x,lm1_x,lm2_x,lm3_x,lm4_x,lm5_x,lm6_x,lm7_x,lm8_x,lm9_x,lm0_y,lm1_y,lm2_y,lm3_y,lm4_y,lm5_y,lm6_y,lm7_y,lm8_y,lm9_y
left_0.png,right_0.png,0.1,0.1,0.4409216344356537,0.3542104959487915,0.5226547718048096,0.3277984857559204,0.5510002970695496,0.36031097173690796,0.5243064761161804,0.43360957503318787,0.443250834941864,0.44218841195106506,0.4674758315086365,0.38408607244491577,0.39042946696281433,0.34375816583633423,0.3499910831451416,0.31597617268562317,0.31847789883613586,0.6722808480262756,0.25147727131843567,0.32511717081069946
left_1.png,right_1.png,0.1,0.1,0.4416680335998535,0.35617679357528687,0.522856593132019,0.3288264274597168,0.5496781468391418,0.36128339171409607,0.5217148661613464,0.43668246269226074,0.4434651732444763,0.4427586495876312,0.4666980504989624,0.382363498210907,0.38742902874946594,0.3435210585594177,0.3478139638900757,0.3173455595970154,0.31739890575408936,0.6759685277938843,0.24115324020385742,0.3240692913532257
left_2.png,right_2.png,0.1,0.1,0.44000837206840515,0.3550606369972229,0.5222998857498169,0.3284834623336792,0.5489351749420166,0.36061805486679077,0.5199823975563049,0.43660667538642883,0.44208088517189026,0.4411120116710663,0.46528127789497375,0.38092219829559326,0.3855988383293152,0.3423556089401245,0.34590256214141846,0.31550800800323486,0.31668442487716675,0.6765544414520264,0.2379075139760971,0.321489155292511
left_3.png,right_3.png,0.1,0.1,0.43932420015335083,0.3546442985534668,0.5214389562606812,0.32802507281303406,0.5485735535621643,0.35991358757019043,0.5191919207572937,0.43628570437431335,0.44169533252716064,0.4407552480697632,0.46276628971099854,0.38087552785873413,0.3854357600212097,0.34254759550094604,0.346136212348938,0.3158840537071228,0.3168927729129791,0.6758368015289307,0.23704968392848969,0.3204096555709839
left_4.png,right_4.png,0.1,0.1,0.44000551104545593,0.3545064330101013,0.5211083889007568,0.3282279968261719,0.5483813881874084,0.3604152798652649,0.5186187028884888,0.4361984133720398,0.4420047104358673,0.4411851465702057,0.4626643657684326,0.3806612491607666,0.38559257984161377,0.34155187010765076,0.3458845615386963,0.3147468566894531,0.3165610730648041,0.6765705347061157,0.23622871935367584,0.31901007890701294
left_5.png,right_5.png,0.1,0.1,0.4376126229763031,0.352292537689209,0.5206640958786011,0.32685402035713196,0.5471961498260498,0.358670175075531,0.5173692107200623,0.4352932572364807,0.43953707814216614,0.43879377841949463,0.46358203887939453,0.38391825556755066,0.3881189525127411,0.34358566999435425,0.3457472324371338,0.31570965051651,0.31560564041137695,0.6760385632514954,0.2377564162015915,0.3204490542411804
left_6.png,right_6.png,0.1,0.1,0.43839797377586365,0.3522459864616394,0.5206302404403687,0.3265834450721741,0.5469714999198914,0.35863959789276123,0.5172910690307617,0.43560269474983215,0.4401293694972992,0.4393812119960785,0.4636535346508026,0.3847479522228241,0.38908496499061584,0.3446914553642273,0.3471226692199707,0.3168538212776184,0.31679201126098633,0.6769503355026245,0.23897165060043335,0.3210378885269165
left_7.png,right_7.png,0.1,0.1,0.43708568811416626,0.35167253017425537,0.5204106569290161,0.3255203366279602,0.5467069149017334,0.3571939766407013,0.5170053243637085,0.43528711795806885,0.4390685260295868,0.4381975829601288,0.4647526144981384,0.3847240209579468,0.38882285356521606,0.34497421979904175,0.347068727016449,0.31708982586860657,0.3166680335998535,0.6772198677062988,0.23949170112609863,0.3221777379512787
left_8.png,right_8.png,0.1,0.1,0.43709319829940796,0.35140132904052734,0.5210126638412476,0.3253844678401947,0.5472368001937866,0.3571588099002838,0.5179059505462646,0.43474915623664856,0.43963363766670227,0.4385998547077179,0.4642237424850464,0.38458672165870667,0.3888639211654663,0.3448549211025238,0.34756091237068176,0.31725960969924927,0.3170515298843384,0.6766353845596313,0.23933503031730652,0.3224749267101288
left_9.png,right_9.png,0.1,0.1,0.4371342957019806,0.3515152335166931,0.5208153128623962,0.32541030645370483,0.5470820665359497,0.3571949601173401,0.51768958568573,0.4350917339324951,0.4393675625324249,0.43842607736587524,0.4641132354736328,0.384612113237381,0.3892173767089844,0.3447379469871521,0.34765905141830444,0.31692585349082947,0.3172491192817688,0.6768262386322021,0.23958367109298706,0.3222925066947937
left_10.png,right_10.png,0.5,0.1,0.4341806471347809,0.3519928455352783,0.5188632011413574,0.32548946142196655,0.5452144742012024,0.3574562966823578,0.5156939029693604,0.4326836168766022,0.4368897080421448,0.43577513098716736,0.46500733494758606,0.38317009806632996,0.3844924867153168,0.3439025282859802,0.34572887420654297,0.3165486454963684,0.3164559006690979,0.6766047477722168,0.2377987653017044,0.32183581590652466
left_11.png,right_11.png,0.5,0.1,0.4356859624385834,0.35161980986595154,0.5189523100852966,0.32493939995765686,0.5459428429603577,0.35685479640960693,0.5164960622787476,0.43368062376976013,0.43812239170074463,0.4371737539768219,0.4641713500022888,0.3826636075973511,0.3847259283065796,0.3437564969062805,0.34662604331970215,0.3169536590576172,0.31786584854125977,0.6764713525772095,0.2379143238067627,0.32220232486724854
left_12.png,right_12.png,0.5,0.1,0.4356245994567871,0.3516343832015991,0.5188517570495605,0.32495254278182983,0.5459665060043335,0.3568805754184723,0.5165005326271057,0.43344226479530334,0.438227117061615,0.43720659613609314,0.4639723002910614,0.3825145661830902,0.38464614748954773,0.3437943458557129,0.346713125705719,0.3171994090080261,0.31792765855789185,0.6761703491210938,0.2380659282207489,0.32230430841445923
left_13.png,right_13.png,0.5,0.1,0.43551838397979736,0.35150963068008423,0.5186557769775391,0.3245021104812622,0.5455890893936157,0.356179803609848,0.516074538230896,0.434043288230896,0.4375421702861786,0.43667519092559814,0.46408942341804504,0.3828957676887512,0.38445401191711426,0.3441096544265747,0.34624892473220825,0.31738215684890747,0.3176119327545166,0.6766580939292908,0.23785121738910675,0.3224148750305176
left_14.png,right_14.png,0.5,0.1,0.43532422184944153,0.35129380226135254,0.5185721516609192,0.3241732120513916,0.5455743670463562,0.35589027404785156,0.5161163806915283,0.43377330899238586,0.437396377325058,0.43654975295066833,0.46393078565597534,0.38312679529190063,0.38455966114997864,0.3445100784301758,0.346274733543396,0.3177092671394348,0.3176018297672272,0.6768568754196167,0.23798462748527527,0.322409451007843
left_15.png,right_15.png,0.5,0.1,0.4354698061943054,0.3513582646846771,0.5184877514839172,0.3243401348590851,0.5455464720726013,0.3561605215072632,0.5161080360412598,0.4337784945964813,0.4376424252986908,0.4367293119430542,0.46413499116897583,0.38297197222709656,0.3844785988330841,0.34428080916404724,0.34636664390563965,0.31751519441604614,0.3178674280643463,0.6762959957122803,0.23772361874580383,0.32250094413757324
